bank_name,sector,prime_rate,max_rate,reporting_date
SUNTRUST BANK,GOVERNMENT,27.5,35.0,2026-02-13
TATUM BANK,GOVERNMENT,,,2026-02-13
UNITED BANK FOR AFRICA,GOVERNMENT,,,2026-02-13
UNION BANK,GOVERNMENT,28.5,32.0,2026-02-13
UNITY BANK,GOVERNMENT,25.0,27.0,2026-02-13
WEMA BANK,GOVERNMENT,30.0,38.0,2026-02-13
ZENITH BANK,GOVERNMENT,32.5,30.5,2026-02-13
ACCESS BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
ALPHA MORGAN BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",25.5,28.5,2026-02-13
CITI BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
CORONATION MERCHANT BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
ECOBANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
FBN QUEST MERCHANT BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",26.75,26.75,2026-02-13
FCMB,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
FIDELITY BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.0,36.0,2026-02-13
FSDH MERCHANT BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
GLOBUS BANK LTD,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
GREENWICH MERCHANT BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",31.0,33.0,2026-02-13
GUARANTY TRUST BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
KEYSTONE BANK LTD,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",12.0,12.0,2026-02-13
NOVA BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.5,36.0,2026-02-13
OPTIMUS BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.0,35.0,2026-02-13
PARALLEX BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",28.5,35.0,2026-02-13
POLARIS BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.0,32.5,2026-02-13
PREMIUM TRUST BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",29.0,36.0,2026-02-13
PROVIDUS BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",28.0,30.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",27.0,35.0,2026-02-13
SIGNATURE BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
STANBIC IBTC,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
STANDARD CHARTERED BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",1.0,60.0,2026-02-13
STERLING BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",23.0,26.0,2026-02-13
SUNTRUST BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",27.5,35.0,2026-02-13
TATUM BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
UNITED BANK FOR AFRICA,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
UNION BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",28.5,32.0,2026-02-13
UNITY BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-02-13
WEMA BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.0,38.0,2026-02-13
ZENITH BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",32.5,28.5,2026-02-13
ACCESS BANK,CONSTRUCTION,,,2026-02-13
ALPHA MORGAN BANK,CONSTRUCTION,25.5,32.0,2026-02-13
CITI BANK,CONSTRUCTION,27.0,33.0,2026-02-13
CORONATION MERCHANT BANK,CONSTRUCTION,19.5,23.0,2026-02-13
ECOBANK,CONSTRUCTION,9.08,9.08,2026-02-13
FBN QUEST MERCHANT BANK,CONSTRUCTION,26.75,35.0,2026-02-13
FCMB,CONSTRUCTION,,,2026-02-13
FIDELITY BANK,CONSTRUCTION,31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,CONSTRUCTION,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,CONSTRUCTION,26.0,36.0,2026-02-13
GLOBUS BANK LTD,CONSTRUCTION,30.0,30.0,2026-02-13
GREENWICH MERCHANT BANK,CONSTRUCTION,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,CONSTRUCTION,,,2026-02-13
KEYSTONE BANK LTD,CONSTRUCTION,32.0,32.0,2026-02-13
NOVA BANK,CONSTRUCTION,30.5,36.0,2026-02-13
OPTIMUS BANK,CONSTRUCTION,30.0,20.0,2026-02-13
PARALLEX BANK,CONSTRUCTION,28.5,35.0,2026-02-13
POLARIS BANK,CONSTRUCTION,30.0,32.5,2026-02-13
PREMIUM TRUST BANK,CONSTRUCTION,29.0,36.0,2026-02-13
PROVIDUS BANK,CONSTRUCTION,28.0,35.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,CONSTRUCTION,27.0,35.0,2026-02-13
SIGNATURE BANK,CONSTRUCTION,,,2026-02-13
STANBIC IBTC,CONSTRUCTION,32.0,36.0,2026-02-13
STANDARD CHARTERED BANK,CONSTRUCTION,1.0,48.0,2026-02-13
STERLING BANK,CONSTRUCTION,23.0,26.0,2026-02-13
SUNTRUST BANK,CONSTRUCTION,27.5,35.0,2026-02-13
TATUM BANK,CONSTRUCTION,22.0,33.0,2026-02-13
UNITED BANK FOR AFRICA,CONSTRUCTION,,,2026-02-13
UNION BANK,CONSTRUCTION,28.5,32.0,2026-02-13
UNITY BANK,CONSTRUCTION,32.0,37.0,2026-02-13
WEMA BANK,CONSTRUCTION,30.0,38.0,2026-02-13
ZENITH BANK,CONSTRUCTION,32.5,34.5,2026-02-13
ACCESS BANK,INFORMATION AND COMMUNICATION,,,2026-02-13
ALPHA MORGAN BANK,INFORMATION AND COMMUNICATION,25.5,32.0,2026-02-13
CITI BANK,INFORMATION AND COMMUNICATION,27.0,33.0,2026-02-13
CORONATION MERCHANT BANK,INFORMATION AND COMMUNICATION,19.5,23.0,2026-02-13
ECOBANK,INFORMATION AND COMMUNICATION,33.0,33.0,2026-02-13
FBN QUEST MERCHANT BANK,INFORMATION AND COMMUNICATION,26.75,35.0,2026-02-13
FCMB,INFORMATION AND COMMUNICATION,30.0,30.0,2026-02-13
FIDELITY BANK,INFORMATION AND COMMUNICATION,31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,INFORMATION AND COMMUNICATION,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,INFORMATION AND COMMUNICATION,26.0,35.0,2026-02-13
GLOBUS BANK LTD,INFORMATION AND COMMUNICATION,29.0,29.0,2026-02-13
GREENWICH MERCHANT BANK,INFORMATION AND COMMUNICATION,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,INFORMATION AND COMMUNICATION,27.0,30.0,2026-02-13
KEYSTONE BANK LTD,INFORMATION AND COMMUNICATION,26.5,26.5,2026-02-13
NOVA BANK,INFORMATION AND COMMUNICATION,30.5,36.0,2026-02-13
OPTIMUS BANK,INFORMATION AND COMMUNICATION,30.0,20.0,2026-02-13
PARALLEX BANK,INFORMATION AND COMMUNICATION,28.5,35.0,2026-02-13
POLARIS BANK,INFORMATION AND COMMUNICATION,30.0,32.5,2026-02-13
PREMIUM TRUST BANK,INFORMATION AND COMMUNICATION,29.0,36.6,2026-02-13
PROVIDUS BANK,INFORMATION AND COMMUNICATION,28.0,24.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,INFORMATION AND COMMUNICATION,27.0,35.0,2026-02-13
SIGNATURE BANK,INFORMATION AND COMMUNICATION,24.0,24.0,2026-02-13
STANBIC IBTC,INFORMATION AND COMMUNICATION,,,2026-02-13
STANDARD CHARTERED BANK,INFORMATION AND COMMUNICATION,8.0,31.25,2026-02-13
STERLING BANK,INFORMATION AND COMMUNICATION,23.0,26.0,2026-02-13
SUNTRUST BANK,INFORMATION AND COMMUNICATION,27.5,35.0,2026-02-13
TATUM BANK,INFORMATION AND COMMUNICATION,25.5,26.0,2026-02-13
UNITED BANK FOR AFRICA,INFORMATION AND COMMUNICATION,,,2026-02-13
UNION BANK,INFORMATION AND COMMUNICATION,28.5,32.0,2026-02-13
UNITY BANK,INFORMATION AND COMMUNICATION,,,2026-02-13
WEMA BANK,INFORMATION AND COMMUNICATION,30.0,38.0,2026-02-13
ZENITH BANK,INFORMATION AND COMMUNICATION,32.5,34.5,2026-02-13
ACCESS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
ALPHA MORGAN BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25.5,30.0,2026-02-13
CITI BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
CORONATION MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",19.5,23.0,2026-02-13
ECOBANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
FBN QUEST MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26.75,35.0,2026-02-13
FCMB,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
FIDELITY BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,36.0,2026-02-13
FSDH MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26.0,36.0,2026-02-13
GLOBUS BANK LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,32.0,2026-02-13
GREENWICH MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,33.0,2026-02-13
GUARANTY TRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.0,30.0,2026-02-13
KEYSTONE BANK LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.0,31.5,2026-02-13
NOVA BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.5,36.0,2026-02-13
OPTIMUS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
PARALLEX BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.5,35.0,2026-02-13
POLARIS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,32.5,2026-02-13
PREMIUM TRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",29.0,36.0,2026-02-13
PROVIDUS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.0,31.5,2026-02-13
RAND MERCHANT BANK NIG. LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.0,35.0,2026-02-13
SIGNATURE BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
STANBIC IBTC,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
STANDARD CHARTERED BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",8.0,60.0,2026-02-13
STERLING BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",23.0,26.0,2026-02-13
SUNTRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.5,35.0,2026-02-13
TATUM BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
UNITED BANK FOR AFRICA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-02-13
UNION BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.5,32.0,2026-02-13
UNITY BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",33.0,37.0,2026-02-13
WEMA BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,38.0,2026-02-13
ZENITH BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",32.5,34.5,2026-02-13
ACCESS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
ALPHA MORGAN BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,25.5,32.0,2026-02-13
CITI BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
CORONATION MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,19.5,23.0,2026-02-13
ECOBANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
FBN QUEST MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,26.75,35.0,2026-02-13
FCMB,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
FIDELITY BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31.0,40.0,2026-02-13
FIRST BANK OF NIGERIA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,26.0,35.0,2026-02-13
GLOBUS BANK LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
GREENWICH MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.0,30.0,2026-02-13
KEYSTONE BANK LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
NOVA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.5,36.0,2026-02-13
OPTIMUS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
PARALLEX BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.5,35.0,2026-02-13
POLARIS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,32.5,2026-02-13
PREMIUM TRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,29.0,36.0,2026-02-13
PROVIDUS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.0,30.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.0,35.0,2026-02-13
SIGNATURE BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
STANBIC IBTC,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
STANDARD CHARTERED BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1.0,60.0,2026-02-13
STERLING BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,23.0,26.0,2026-02-13
SUNTRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.5,35.0,2026-02-13
TATUM BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,22.0,35.0,2026-02-13
UNITED BANK FOR AFRICA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
UNION BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.5,32.0,2026-02-13
UNITY BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-02-13
WEMA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,38.0,2026-02-13
ZENITH BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,32.5,34.5,2026-02-13
ACCESS BANK,EDUCATION,,,2026-02-13
ALPHA MORGAN BANK,EDUCATION,25.5,32.0,2026-02-13
CITI BANK,EDUCATION,,,2026-02-13
CORONATION MERCHANT BANK,EDUCATION,19.5,23.0,2026-02-13
ECOBANK,EDUCATION,,,2026-02-13
FBN QUEST MERCHANT BANK,EDUCATION,26.75,35.0,2026-02-13
FCMB,EDUCATION,,,2026-02-13
FIDELITY BANK,EDUCATION,31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,EDUCATION,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,EDUCATION,26.0,37.0,2026-02-13
GLOBUS BANK LTD,EDUCATION,,,2026-02-13
GREENWICH MERCHANT BANK,EDUCATION,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,EDUCATION,,,2026-02-13
KEYSTONE BANK LTD,EDUCATION,28.0,32.0,2026-02-13
NOVA BANK,EDUCATION,30.5,36.0,2026-02-13
OPTIMUS BANK,EDUCATION,,,2026-02-13
PARALLEX BANK,EDUCATION,28.5,35.0,2026-02-13
POLARIS BANK,EDUCATION,30.0,32.5,2026-02-13
PREMIUM TRUST BANK,EDUCATION,29.0,37.0,2026-02-13
PROVIDUS BANK,EDUCATION,28.0,35.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,EDUCATION,27.0,35.0,2026-02-13
SIGNATURE BANK,EDUCATION,,,2026-02-13
STANBIC IBTC,EDUCATION,,,2026-02-13
STANDARD CHARTERED BANK,EDUCATION,1.0,39.6,2026-02-13
STERLING BANK,EDUCATION,23.0,26.0,2026-02-13
SUNTRUST BANK,EDUCATION,27.5,35.0,2026-02-13
TATUM BANK,EDUCATION,22.0,22.0,2026-02-13
UNITED BANK FOR AFRICA,EDUCATION,,,2026-02-13
UNION BANK,EDUCATION,28.5,32.0,2026-02-13
UNITY BANK,EDUCATION,28.0,28.0,2026-02-13
WEMA BANK,EDUCATION,30.0,38.0,2026-02-13
ZENITH BANK,EDUCATION,32.5,34.5,2026-02-13
ACCESS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
ALPHA MORGAN BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,25.5,32.0,2026-02-13
CITI BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
CORONATION MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,19.5,23.0,2026-02-13
ECOBANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
FBN QUEST MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.75,35.0,2026-02-13
FCMB,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
FIDELITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,36.0,2026-02-13
GLOBUS BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.0,33.0,2026-02-13
GREENWICH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
KEYSTONE BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.0,32.0,2026-02-13
NOVA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.5,36.0,2026-02-13
OPTIMUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
PARALLEX BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,35.0,2026-02-13
POLARIS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,32.5,2026-02-13
PREMIUM TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,29.0,36.0,2026-02-13
PROVIDUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.0,35.0,2026-02-13
SIGNATURE BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
STANBIC IBTC,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
STANDARD CHARTERED BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,1.0,48.0,2026-02-13
STERLING BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,23.0,26.0,2026-02-13
SUNTRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.5,35.0,2026-02-13
TATUM BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
UNITED BANK FOR AFRICA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-02-13
UNION BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,32.0,2026-02-13
UNITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,31.0,2026-02-13
WEMA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,38.0,2026-02-13
ZENITH BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.5,34.5,2026-02-13
ACCESS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
ALPHA MORGAN BANK,"ARTS, ENTERTAINMENT AND RECREATION",25.5,32.0,2026-02-13
CITI BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
CORONATION MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
ECOBANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
FBN QUEST MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
FCMB,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
FIDELITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,46.1,2026-02-13
FIRST BANK OF NIGERIA,"ARTS, ENTERTAINMENT AND RECREATION",30.0,36.0,2026-02-13
FSDH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",26.0,32.0,2026-02-13
GLOBUS BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
GREENWICH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,33.0,2026-02-13
GUARANTY TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
KEYSTONE BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
NOVA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.5,36.0,2026-02-13
OPTIMUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
PARALLEX BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,35.0,2026-02-13
POLARIS BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,32.5,2026-02-13
PREMIUM TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",29.0,36.0,2026-02-13
PROVIDUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.0,35.0,2026-02-13
RAND MERCHANT BANK NIG. LTD,"ARTS, ENTERTAINMENT AND RECREATION",27.0,35.0,2026-02-13
SIGNATURE BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
STANBIC IBTC,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
STANDARD CHARTERED BANK,"ARTS, ENTERTAINMENT AND RECREATION",20.0,48.0,2026-02-13
STERLING BANK,"ARTS, ENTERTAINMENT AND RECREATION",23.0,26.0,2026-02-13
SUNTRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",27.5,35.0,2026-02-13
TATUM BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
UNITED BANK FOR AFRICA,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
UNION BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,32.0,2026-02-13
UNITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-02-13
WEMA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,38.0,2026-02-13
ZENITH BANK,"ARTS, ENTERTAINMENT AND RECREATION",32.5,34.5,2026-02-13
ACCESS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
ALPHA MORGAN BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
CITI BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
CORONATION MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,19.5,23.0,2026-02-13
ECOBANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
FBN QUEST MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
FCMB,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
FIDELITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,,2026-02-13
FIRST BANK OF NIGERIA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,36.0,2026-02-13
FSDH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
GLOBUS BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
GREENWICH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,33.0,2026-02-13
GUARANTY TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
KEYSTONE BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
NOVA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.5,36.0,2026-02-13
OPTIMUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-02-13
PARALLEX BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,35.0,2026-02-13
